Run,Model,Location,Intensity,Direction,Error,Occlusions,Z-Movement
6,Spring,edge,Medium,yz+,0.114914,2,True
6,Baseline,edge,Medium,yz+,0.103553,2,True
7,Displacement,edge,Medium,yz+,0.079628,2,True
7,Extrapolation,edge,Medium,yz+,0.085228,2,True
7,Spring,edge,Medium,yz+,0.117685,2,True
7,Baseline,edge,Medium,yz+,0.108613,2,True
8,Displacement,edge,Medium,yz+,0.079164,2,True
8,Extrapolation,edge,Medium,yz+,0.083444,2,True
8,Spring,edge,Medium,yz+,0.118101,2,True
8,Baseline,edge,Medium,yz+,0.111086,2,True
9,Displacement,edge,Medium,yz+,0.089074,2,True
9,Extrapolation,edge,Medium,yz+,0.092557,2,True
9,Spring,edge,Medium,yz+,0.126424,2,True
9,Baseline,edge,Medium,yz+,0.121575,2,True
10,Displacement,edge,Medium,yz+,0.096697,2,True
10,Extrapolation,edge,Medium,yz+,0.098358,2,True
10,Spring,edge,Medium,yz+,0.134194,2,True
10,Baseline,edge,Medium,yz+,0.130457,2,True
1,Displacement,edge,Strong,yz+,0.101365,2,True
1,Extrapolation,edge,Strong,yz+,0.101096,2,True
1,Spring,edge,Strong,yz+,0.139378,2,True
1,Baseline,edge,Strong,yz+,0.137060,2,True
2,Displacement,edge,Strong,yz+,0.107555,2,True
2,Extrapolation,edge,Strong,yz+,0.108581,2,True
2,Spring,edge,Strong,yz+,0.146599,2,True
2,Baseline,edge,Strong,yz+,0.145365,2,True
3,Displacement,edge,Strong,yz+,0.115172,2,True
3,Extrapolation,edge,Strong,yz+,0.113729,2,True
3,Spring,edge,Strong,yz+,0.153798,2,True
3,Baseline,edge,Strong,yz+,0.154530,2,True
4,Displacement,edge,Strong,yz+,0.116441,2,True
4,Extrapolation,edge,Strong,yz+,0.114010,2,True
4,Spring,edge,Strong,yz+,0.155954,2,True
4,Baseline,edge,Strong,yz+,0.158768,2,True
5,Displacement,edge,Strong,yz+,0.127659,2,True
5,Extrapolation,edge,Strong,yz+,0.125674,2,True
5,Spring,edge,Strong,yz+,0.166847,2,True
5,Baseline,edge,Strong,yz+,0.171012,2,True
6,Displacement,edge,Strong,yz+,0.130603,2,True
6,Extrapolation,edge,Strong,yz+,0.127801,2,True
6,Spring,edge,Strong,yz+,0.170322,2,True
6,Baseline,edge,Strong,yz+,0.176606,2,True
7,Displacement,edge,Strong,yz+,0.111455,2,True
7,Extrapolation,edge,Strong,yz+,0.105391,2,True
7,Spring,edge,Strong,yz+,0.155953,2,True
7,Baseline,edge,Strong,yz+,0.164253,2,True
8,Displacement,edge,Strong,yz+,0.106249,2,True
8,Extrapolation,edge,Strong,yz+,0.095422,2,True
8,Spring,edge,Strong,yz+,0.152886,2,True
8,Baseline,edge,Strong,yz+,0.162933,2,True
9,Displacement,edge,Strong,yz+,0.113840,2,True
9,Extrapolation,edge,Strong,yz+,0.102690,2,True
9,Spring,edge,Strong,yz+,0.159619,2,True
9,Baseline,edge,Strong,yz+,0.171078,2,True
10,Displacement,edge,Strong,yz+,0.116642,2,True
10,Extrapolation,edge,Strong,yz+,0.104118,2,True
10,Spring,edge,Strong,yz+,0.162981,2,True
10,Baseline,edge,Strong,yz+,0.175404,2,True
2,Displacement,edge,Light,yz-,0.002471,2,True
2,Extrapolation,edge,Light,yz-,0.017599,2,True
2,Spring,edge,Light,yz-,0.068548,2,True
2,Baseline,edge,Light,yz-,0.001929,2,True
3,Displacement,edge,Light,yz-,0.011598,2,True
3,Extrapolation,edge,Light,yz-,0.024377,2,True
3,Spring,edge,Light,yz-,0.064884,2,True
3,Baseline,edge,Light,yz-,0.011803,2,True
4,Displacement,edge,Light,yz-,0.012901,2,True
4,Extrapolation,edge,Light,yz-,0.022914,2,True
4,Spring,edge,Light,yz-,0.060379,2,True
4,Baseline,edge,Light,yz-,0.013301,2,True
5,Displacement,edge,Light,yz-,0.014535,2,True
5,Extrapolation,edge,Light,yz-,0.023301,2,True
5,Spring,edge,Light,yz-,0.055441,2,True
5,Baseline,edge,Light,yz-,0.016349,2,True
6,Displacement,edge,Light,yz-,0.016008,2,True
6,Extrapolation,edge,Light,yz-,0.021026,2,True
6,Spring,edge,Light,yz-,0.051029,2,True
6,Baseline,edge,Light,yz-,0.020794,2,True
7,Displacement,edge,Light,yz-,0.020984,2,True
7,Extrapolation,edge,Light,yz-,0.022438,2,True
7,Spring,edge,Light,yz-,0.048924,2,True
7,Baseline,edge,Light,yz-,0.027865,2,True
8,Displacement,edge,Light,yz-,0.024891,2,True
8,Extrapolation,edge,Light,yz-,0.025438,2,True
8,Spring,edge,Light,yz-,0.047652,2,True
8,Baseline,edge,Light,yz-,0.033134,2,True
9,Displacement,edge,Light,yz-,0.021021,2,True
9,Extrapolation,edge,Light,yz-,0.025162,2,True
9,Spring,edge,Light,yz-,0.053117,2,True
9,Baseline,edge,Light,yz-,0.029861,2,True
10,Displacement,edge,Light,yz-,0.019867,2,True
10,Extrapolation,edge,Light,yz-,0.020001,2,True
10,Spring,edge,Light,yz-,0.048707,2,True
10,Baseline,edge,Light,yz-,0.032611,2,True
1,Displacement,edge,Medium,yz-,0.025095,2,True
1,Extrapolation,edge,Medium,yz-,0.024725,2,True
1,Spring,edge,Medium,yz-,0.048338,2,True
1,Baseline,edge,Medium,yz-,0.039031,2,True
2,Displacement,edge,Medium,yz-,0.027523,2,True
2,Extrapolation,edge,Medium,yz-,0.023367,2,True
2,Spring,edge,Medium,yz-,0.045388,2,True
2,Baseline,edge,Medium,yz-,0.043679,2,True
3,Displacement,edge,Medium,yz-,0.032534,2,True
3,Extrapolation,edge,Medium,yz-,0.026921,2,True
3,Spring,edge,Medium,yz-,0.046685,2,True
3,Baseline,edge,Medium,yz-,0.050021,2,True
4,Displacement,edge,Medium,yz-,0.036471,2,True
4,Extrapolation,edge,Medium,yz-,0.026737,2,True
4,Spring,edge,Medium,yz-,0.044124,2,True
4,Baseline,edge,Medium,yz-,0.055139,2,True
5,Displacement,edge,Medium,yz-,0.041456,2,True
5,Extrapolation,edge,Medium,yz-,0.031757,2,True
5,Spring,edge,Medium,yz-,0.046896,2,True
5,Baseline,edge,Medium,yz-,0.062321,2,True
6,Displacement,edge,Medium,yz-,0.043680,2,True
6,Extrapolation,edge,Medium,yz-,0.031117,2,True
6,Spring,edge,Medium,yz-,0.044127,2,True
6,Baseline,edge,Medium,yz-,0.066602,2,True
7,Displacement,edge,Medium,yz-,0.047847,2,True
7,Extrapolation,edge,Medium,yz-,0.033364,2,True
7,Spring,edge,Medium,yz-,0.045884,2,True
7,Baseline,edge,Medium,yz-,0.072534,2,True
8,Displacement,edge,Medium,yz-,0.050583,2,True
8,Extrapolation,edge,Medium,yz-,0.033889,2,True
8,Spring,edge,Medium,yz-,0.045005,2,True
8,Baseline,edge,Medium,yz-,0.077728,2,True
9,Displacement,edge,Medium,yz-,0.053025,2,True
9,Extrapolation,edge,Medium,yz-,0.033724,2,True
9,Spring,edge,Medium,yz-,0.044044,2,True
9,Baseline,edge,Medium,yz-,0.083041,2,True
10,Displacement,edge,Medium,yz-,0.057550,2,True
10,Extrapolation,edge,Medium,yz-,0.039162,2,True
10,Spring,edge,Medium,yz-,0.048572,2,True
10,Baseline,edge,Medium,yz-,0.089833,2,True
1,Displacement,edge,Strong,yz-,0.059305,2,True
1,Extrapolation,edge,Strong,yz-,0.040327,2,True
1,Spring,edge,Strong,yz-,0.048954,2,True
1,Baseline,edge,Strong,yz-,0.094726,2,True
2,Displacement,edge,Strong,yz-,0.061542,2,True
2,Extrapolation,edge,Strong,yz-,0.036906,2,True
2,Spring,edge,Strong,yz-,0.046259,2,True
2,Baseline,edge,Strong,yz-,0.098754,2,True
3,Displacement,edge,Strong,yz-,0.068953,2,True
3,Extrapolation,edge,Strong,yz-,0.042463,2,True
3,Spring,edge,Strong,yz-,0.052435,2,True
3,Baseline,edge,Strong,yz-,0.106683,2,True
4,Displacement,edge,Strong,yz-,0.070637,2,True
4,Extrapolation,edge,Strong,yz-,0.041084,2,True
4,Spring,edge,Strong,yz-,0.052470,2,True
4,Baseline,edge,Strong,yz-,0.110847,2,True
5,Displacement,edge,Strong,yz-,0.072709,2,True
5,Extrapolation,edge,Strong,yz-,0.043220,2,True
5,Spring,edge,Strong,yz-,0.054645,2,True
5,Baseline,edge,Strong,yz-,0.116739,2,True
6,Displacement,edge,Strong,yz-,0.072453,2,True
6,Extrapolation,edge,Strong,yz-,0.039423,2,True
6,Spring,edge,Strong,yz-,0.049800,2,True
6,Baseline,edge,Strong,yz-,0.119683,2,True
7,Displacement,edge,Strong,yz-,0.078656,2,True
7,Extrapolation,edge,Strong,yz-,0.045968,2,True
7,Spring,edge,Strong,yz-,0.057165,2,True
7,Baseline,edge,Strong,yz-,0.126380,2,True
8,Displacement,edge,Strong,yz-,0.078887,2,True
8,Extrapolation,edge,Strong,yz-,0.040770,2,True
8,Spring,edge,Strong,yz-,0.056570,2,True
8,Baseline,edge,Strong,yz-,0.130412,2,True
9,Displacement,edge,Strong,yz-,0.083119,2,True
9,Extrapolation,edge,Strong,yz-,0.043648,2,True
9,Spring,edge,Strong,yz-,0.060744,2,True
9,Baseline,edge,Strong,yz-,0.136583,2,True
10,Displacement,edge,Strong,yz-,0.082382,2,True
10,Extrapolation,edge,Strong,yz-,0.039528,2,True
10,Spring,edge,Strong,yz-,0.056774,2,True
10,Baseline,edge,Strong,yz-,0.139969,2,True
2,Displacement,edge,Light,z+,0.012478,2,True
2,Extrapolation,edge,Light,z+,0.020515,2,True
2,Spring,edge,Light,z+,0.040758,2,True
2,Baseline,edge,Light,z+,0.008594,2,True
3,Displacement,edge,Light,z+,0.019990,2,True
3,Extrapolation,edge,Light,z+,0.026325,2,True
3,Spring,edge,Light,z+,0.048932,2,True
3,Baseline,edge,Light,z+,0.016497,2,True
4,Displacement,edge,Light,z+,0.027037,2,True
4,Extrapolation,edge,Light,z+,0.031688,2,True
4,Spring,edge,Light,z+,0.057045,2,True
4,Baseline,edge,Light,z+,0.024491,2,True
5,Displacement,edge,Light,z+,0.027397,2,True
5,Extrapolation,edge,Light,z+,0.021193,2,True
5,Spring,edge,Light,z+,0.064543,2,True
5,Baseline,edge,Light,z+,0.032479,2,True
6,Displacement,edge,Light,z+,0.028176,2,True
6,Extrapolation,edge,Light,z+,0.016599,2,True
6,Spring,edge,Light,z+,0.070406,2,True
6,Baseline,edge,Light,z+,0.040572,2,True
7,Displacement,edge,Light,z+,0.030887,2,True
7,Extrapolation,edge,Light,z+,0.020660,2,True
7,Spring,edge,Light,z+,0.075007,2,True
7,Baseline,edge,Light,z+,0.048178,2,True
8,Displacement,edge,Light,z+,0.037233,2,True
8,Extrapolation,edge,Light,z+,0.019755,2,True
8,Spring,edge,Light,z+,0.079680,2,True
8,Baseline,edge,Light,z+,0.056691,2,True
9,Displacement,edge,Light,z+,0.043994,2,True
9,Extrapolation,edge,Light,z+,0.019793,2,True
9,Spring,edge,Light,z+,0.085150,2,True
9,Baseline,edge,Light,z+,0.064838,2,True
10,Displacement,edge,Light,z+,0.045877,2,True
10,Extrapolation,edge,Light,z+,0.018352,2,True
10,Spring,edge,Light,z+,0.089907,2,True
10,Baseline,edge,Light,z+,0.072147,2,True
1,Displacement,edge,Medium,z+,0.051363,2,True
1,Extrapolation,edge,Medium,z+,0.019060,2,True
1,Spring,edge,Medium,z+,0.095015,2,True
1,Baseline,edge,Medium,z+,0.080365,2,True
2,Displacement,edge,Medium,z+,0.053752,2,True
2,Extrapolation,edge,Medium,z+,0.018287,2,True
2,Spring,edge,Medium,z+,0.098833,2,True
2,Baseline,edge,Medium,z+,0.088262,2,True
3,Displacement,edge,Medium,z+,0.057765,2,True
3,Extrapolation,edge,Medium,z+,0.025758,2,True
3,Spring,edge,Medium,z+,0.102468,2,True
3,Baseline,edge,Medium,z+,0.096163,2,True
4,Displacement,edge,Medium,z+,0.064004,2,True
4,Extrapolation,edge,Medium,z+,0.027336,2,True
4,Spring,edge,Medium,z+,0.107303,2,True
4,Baseline,edge,Medium,z+,0.105580,2,True
5,Displacement,edge,Medium,z+,0.066676,2,True
5,Extrapolation,edge,Medium,z+,0.031630,2,True
5,Spring,edge,Medium,z+,0.110729,2,True
5,Baseline,edge,Medium,z+,0.112899,2,True
6,Displacement,edge,Medium,z+,0.068495,2,True
6,Extrapolation,edge,Medium,z+,0.034237,2,True
6,Spring,edge,Medium,z+,0.114016,2,True
6,Baseline,edge,Medium,z+,0.120547,2,True
7,Displacement,edge,Medium,z+,0.072936,2,True
7,Extrapolation,edge,Medium,z+,0.032601,2,True
7,Spring,edge,Medium,z+,0.117982,2,True
7,Baseline,edge,Medium,z+,0.129531,2,True
8,Displacement,edge,Medium,z+,0.076003,2,True
8,Extrapolation,edge,Medium,z+,0.033140,2,True
8,Spring,edge,Medium,z+,0.120059,2,True
8,Baseline,edge,Medium,z+,0.137343,2,True
9,Displacement,edge,Medium,z+,0.080652,2,True
9,Extrapolation,edge,Medium,z+,0.028992,2,True
9,Spring,edge,Medium,z+,0.124029,2,True
9,Baseline,edge,Medium,z+,0.146519,2,True
10,Displacement,edge,Medium,z+,0.084669,2,True
10,Extrapolation,edge,Medium,z+,0.032884,2,True
10,Spring,edge,Medium,z+,0.125789,2,True
10,Baseline,edge,Medium,z+,0.153532,2,True
1,Displacement,edge,Strong,z+,0.088768,2,True
1,Extrapolation,edge,Strong,z+,0.034682,2,True
1,Spring,edge,Strong,z+,0.128655,2,True
1,Baseline,edge,Strong,z+,0.161285,2,True
2,Displacement,edge,Strong,z+,0.094071,2,True
2,Extrapolation,edge,Strong,z+,0.035481,2,True
2,Spring,edge,Strong,z+,0.133044,2,True
2,Baseline,edge,Strong,z+,0.169731,2,True
3,Displacement,edge,Strong,z+,0.098293,2,True
3,Extrapolation,edge,Strong,z+,0.033663,2,True
3,Spring,edge,Strong,z+,0.137002,2,True
3,Baseline,edge,Strong,z+,0.178427,2,True
4,Displacement,edge,Strong,z+,0.105089,2,True
4,Extrapolation,edge,Strong,z+,0.030632,2,True
4,Spring,edge,Strong,z+,0.141199,2,True
4,Baseline,edge,Strong,z+,0.187197,2,True
5,Displacement,edge,Strong,z+,0.111678,2,True
5,Extrapolation,edge,Strong,z+,0.030606,2,True
5,Spring,edge,Strong,z+,0.144876,2,True
5,Baseline,edge,Strong,z+,0.195296,2,True
6,Displacement,edge,Strong,z+,0.115845,2,True
6,Extrapolation,edge,Strong,z+,0.024148,2,True
6,Spring,edge,Strong,z+,0.150207,2,True
6,Baseline,edge,Strong,z+,0.204100,2,True
7,Displacement,edge,Strong,z+,0.121985,2,True
7,Extrapolation,edge,Strong,z+,0.030356,2,True
7,Spring,edge,Strong,z+,0.154812,2,True
7,Baseline,edge,Strong,z+,0.211883,2,True
8,Displacement,edge,Strong,z+,0.131371,2,True
8,Extrapolation,edge,Strong,z+,0.028470,2,True
8,Spring,edge,Strong,z+,0.160985,2,True
8,Baseline,edge,Strong,z+,0.220668,2,True
9,Displacement,edge,Strong,z+,0.139418,2,True
9,Extrapolation,edge,Strong,z+,0.032095,2,True
9,Spring,edge,Strong,z+,0.166771,2,True
9,Baseline,edge,Strong,z+,0.229275,2,True
10,Displacement,edge,Strong,z+,0.151968,2,True
10,Extrapolation,edge,Strong,z+,0.043376,2,True
10,Spring,edge,Strong,z+,0.173341,2,True
10,Baseline,edge,Strong,z+,0.237741,2,True
2,Displacement,edge,Light,z-,0.007920,2,True
2,Extrapolation,edge,Light,z-,0.017782,2,True
2,Spring,edge,Light,z-,0.021641,2,True
2,Baseline,edge,Light,z-,0.008725,2,True
3,Displacement,edge,Light,z-,0.015783,2,True
3,Extrapolation,edge,Light,z-,0.016568,2,True
3,Spring,edge,Light,z-,0.012303,2,True
3,Baseline,edge,Light,z-,0.019362,2,True
4,Displacement,edge,Light,z-,0.021821,2,True
4,Extrapolation,edge,Light,z-,0.014228,2,True
4,Spring,edge,Light,z-,0.010289,2,True
4,Baseline,edge,Light,z-,0.025936,2,True
5,Displacement,edge,Light,z-,0.026681,2,True
5,Extrapolation,edge,Light,z-,0.009544,2,True
5,Spring,edge,Light,z-,0.008405,2,True
5,Baseline,edge,Light,z-,0.035558,2,True
6,Displacement,edge,Light,z-,0.028707,2,True
6,Extrapolation,edge,Light,z-,0.012350,2,True
6,Spring,edge,Light,z-,0.014566,2,True
6,Baseline,edge,Light,z-,0.042861,2,True
7,Displacement,edge,Light,z-,0.035236,2,True
7,Extrapolation,edge,Light,z-,0.010885,2,True
7,Spring,edge,Light,z-,0.021551,2,True
7,Baseline,edge,Light,z-,0.050416,2,True
8,Displacement,edge,Light,z-,0.037595,2,True
8,Extrapolation,edge,Light,z-,0.012213,2,True
8,Spring,edge,Light,z-,0.029250,2,True
8,Baseline,edge,Light,z-,0.057423,2,True
9,Displacement,edge,Light,z-,0.043871,2,True
9,Extrapolation,edge,Light,z-,0.014930,2,True
9,Spring,edge,Light,z-,0.037149,2,True
9,Baseline,edge,Light,z-,0.066167,2,True
10,Displacement,edge,Light,z-,0.048658,2,True
10,Extrapolation,edge,Light,z-,0.007312,2,True
10,Spring,edge,Light,z-,0.046273,2,True
10,Baseline,edge,Light,z-,0.075857,2,True
1,Displacement,edge,Medium,z-,0.052882,2,True
1,Extrapolation,edge,Medium,z-,0.009870,2,True
1,Spring,edge,Medium,z-,0.053315,2,True
1,Baseline,edge,Medium,z-,0.082156,2,True
2,Displacement,edge,Medium,z-,0.059283,2,True
2,Extrapolation,edge,Medium,z-,0.006818,2,True
2,Spring,edge,Medium,z-,0.061433,2,True
2,Baseline,edge,Medium,z-,0.090676,2,True
3,Displacement,edge,Medium,z-,0.065351,2,True
3,Extrapolation,edge,Medium,z-,0.006250,2,True
3,Spring,edge,Medium,z-,0.069623,2,True
3,Baseline,edge,Medium,z-,0.099170,2,True
4,Displacement,edge,Medium,z-,0.072249,2,True
4,Extrapolation,edge,Medium,z-,0.015134,2,True
4,Spring,edge,Medium,z-,0.077914,2,True
4,Baseline,edge,Medium,z-,0.107427,2,True
5,Displacement,edge,Medium,z-,0.077830,2,True
5,Extrapolation,edge,Medium,z-,0.028293,2,True
5,Spring,edge,Medium,z-,0.085919,2,True
5,Baseline,edge,Medium,z-,0.115094,2,True
6,Displacement,edge,Medium,z-,0.082176,2,True
6,Extrapolation,edge,Medium,z-,0.020369,2,True
6,Spring,edge,Medium,z-,0.093663,2,True
6,Baseline,edge,Medium,z-,0.123354,2,True
7,Displacement,edge,Medium,z-,0.087753,2,True
7,Extrapolation,edge,Medium,z-,0.029058,2,True
7,Spring,edge,Medium,z-,0.101449,2,True
7,Baseline,edge,Medium,z-,0.131874,2,True
8,Displacement,edge,Medium,z-,0.092022,2,True
8,Extrapolation,edge,Medium,z-,0.027385,2,True
8,Spring,edge,Medium,z-,0.108590,2,True
8,Baseline,edge,Medium,z-,0.139325,2,True
9,Displacement,edge,Medium,z-,0.096703,2,True
9,Extrapolation,edge,Medium,z-,0.025465,2,True
9,Spring,edge,Medium,z-,0.115793,2,True
9,Baseline,edge,Medium,z-,0.147559,2,True
10,Displacement,edge,Medium,z-,0.101807,2,True
10,Extrapolation,edge,Medium,z-,0.027783,2,True
10,Spring,edge,Medium,z-,0.123372,2,True
10,Baseline,edge,Medium,z-,0.156202,2,True
1,Displacement,edge,Strong,z-,0.104050,2,True
1,Extrapolation,edge,Strong,z-,0.026196,2,True
1,Spring,edge,Strong,z-,0.129632,2,True
1,Baseline,edge,Strong,z-,0.164306,2,True
2,Displacement,edge,Strong,z-,0.109834,2,True
2,Extrapolation,edge,Strong,z-,0.028172,2,True
2,Spring,edge,Strong,z-,0.136251,2,True
2,Baseline,edge,Strong,z-,0.173281,2,True
3,Displacement,edge,Strong,z-,0.114802,2,True
3,Extrapolation,edge,Strong,z-,0.031938,2,True
3,Spring,edge,Strong,z-,0.143351,2,True
3,Baseline,edge,Strong,z-,0.182715,2,True
4,Displacement,edge,Strong,z-,0.121776,2,True
4,Extrapolation,edge,Strong,z-,0.037928,2,True
4,Spring,edge,Strong,z-,0.148236,2,True
4,Baseline,edge,Strong,z-,0.189730,2,True
5,Displacement,edge,Strong,z-,0.127737,2,True
5,Extrapolation,edge,Strong,z-,0.041906,2,True
5,Spring,edge,Strong,z-,0.153666,2,True
5,Baseline,edge,Strong,z-,0.198204,2,True
6,Displacement,edge,Strong,z-,0.134441,2,True
6,Extrapolation,edge,Strong,z-,0.046588,2,True
6,Spring,edge,Strong,z-,0.159219,2,True
6,Baseline,edge,Strong,z-,0.206685,2,True
7,Displacement,edge,Strong,z-,0.140192,2,True
7,Extrapolation,edge,Strong,z-,0.050019,2,True
7,Spring,edge,Strong,z-,0.164179,2,True
7,Baseline,edge,Strong,z-,0.214113,2,True
8,Displacement,edge,Strong,z-,0.145514,2,True
8,Extrapolation,edge,Strong,z-,0.052133,2,True
8,Spring,edge,Strong,z-,0.168492,2,True
8,Baseline,edge,Strong,z-,0.220662,2,True
9,Displacement,edge,Strong,z-,0.150280,2,True
9,Extrapolation,edge,Strong,z-,0.059302,2,True
9,Spring,edge,Strong,z-,0.174057,2,True
9,Baseline,edge,Strong,z-,0.228532,2,True
10,Displacement,edge,Strong,z-,0.157598,2,True
10,Extrapolation,edge,Strong,z-,0.068029,2,True
10,Spring,edge,Strong,z-,0.180233,2,True
10,Baseline,edge,Strong,z-,0.237131,2,True
