Run,Model,Location,Intensity,Direction,Error,Occlusions,Z-Movement
1,Baseline,center,Medium,z+,0.100174,2,True
2,Displacement,center,Medium,z+,0.032808,2,True
2,Extrapolation,center,Medium,z+,0.017168,2,True
2,Spring,center,Medium,z+,0.102863,2,True
2,Baseline,center,Medium,z+,0.110414,2,True
3,Displacement,center,Medium,z+,0.035034,2,True
3,Extrapolation,center,Medium,z+,0.019259,2,True
3,Spring,center,Medium,z+,0.103587,2,True
3,Baseline,center,Medium,z+,0.121119,2,True
4,Displacement,center,Medium,z+,0.036227,2,True
4,Extrapolation,center,Medium,z+,0.017313,2,True
4,Spring,center,Medium,z+,0.104788,2,True
4,Baseline,center,Medium,z+,0.130807,2,True
5,Displacement,center,Medium,z+,0.033826,2,True
5,Extrapolation,center,Medium,z+,0.016933,2,True
5,Spring,center,Medium,z+,0.103862,2,True
5,Baseline,center,Medium,z+,0.140629,2,True
6,Displacement,center,Medium,z+,0.036258,2,True
6,Extrapolation,center,Medium,z+,0.016708,2,True
6,Spring,center,Medium,z+,0.102752,2,True
6,Baseline,center,Medium,z+,0.150913,2,True
7,Displacement,center,Medium,z+,0.039880,2,True
7,Extrapolation,center,Medium,z+,0.012535,2,True
7,Spring,center,Medium,z+,0.103513,2,True
7,Baseline,center,Medium,z+,0.160855,2,True
8,Displacement,center,Medium,z+,0.048140,2,True
8,Extrapolation,center,Medium,z+,0.012375,2,True
8,Spring,center,Medium,z+,0.107032,2,True
8,Baseline,center,Medium,z+,0.171386,2,True
9,Displacement,center,Medium,z+,0.051431,2,True
9,Extrapolation,center,Medium,z+,0.011159,2,True
9,Spring,center,Medium,z+,0.110202,2,True
9,Baseline,center,Medium,z+,0.181324,2,True
10,Displacement,center,Medium,z+,0.054595,2,True
10,Extrapolation,center,Medium,z+,0.013430,2,True
10,Spring,center,Medium,z+,0.113725,2,True
10,Baseline,center,Medium,z+,0.191167,2,True
1,Displacement,center,Strong,z+,0.056965,2,True
1,Extrapolation,center,Strong,z+,0.014041,2,True
1,Spring,center,Strong,z+,0.115506,2,True
1,Baseline,center,Strong,z+,0.201062,2,True
2,Displacement,center,Strong,z+,0.061459,2,True
2,Extrapolation,center,Strong,z+,0.011671,2,True
2,Spring,center,Strong,z+,0.117738,2,True
2,Baseline,center,Strong,z+,0.211092,2,True
3,Displacement,center,Strong,z+,0.064940,2,True
3,Extrapolation,center,Strong,z+,0.013538,2,True
3,Spring,center,Strong,z+,0.121321,2,True
3,Baseline,center,Strong,z+,0.221114,2,True
4,Displacement,center,Strong,z+,0.066097,2,True
4,Extrapolation,center,Strong,z+,0.013547,2,True
4,Spring,center,Strong,z+,0.123388,2,True
4,Baseline,center,Strong,z+,0.231523,2,True
5,Displacement,center,Strong,z+,0.068861,2,True
5,Extrapolation,center,Strong,z+,0.013995,2,True
5,Spring,center,Strong,z+,0.125521,2,True
5,Baseline,center,Strong,z+,0.241479,2,True
6,Displacement,center,Strong,z+,0.073355,2,True
6,Extrapolation,center,Strong,z+,0.014981,2,True
6,Spring,center,Strong,z+,0.126584,2,True
6,Baseline,center,Strong,z+,0.251581,2,True
7,Displacement,center,Strong,z+,0.079909,2,True
7,Extrapolation,center,Strong,z+,0.015978,2,True
7,Spring,center,Strong,z+,0.129643,2,True
7,Baseline,center,Strong,z+,0.261861,2,True
8,Displacement,center,Strong,z+,0.088304,2,True
8,Extrapolation,center,Strong,z+,0.021815,2,True
8,Spring,center,Strong,z+,0.134657,2,True
8,Baseline,center,Strong,z+,0.272026,2,True
9,Displacement,center,Strong,z+,0.097354,2,True
9,Extrapolation,center,Strong,z+,0.028201,2,True
9,Spring,center,Strong,z+,0.139532,2,True
9,Baseline,center,Strong,z+,0.281734,2,True
10,Displacement,center,Strong,z+,0.104352,2,True
10,Extrapolation,center,Strong,z+,0.033054,2,True
10,Spring,center,Strong,z+,0.145650,2,True
10,Baseline,center,Strong,z+,0.291377,2,True
2,Displacement,center,Light,z-,0.009976,2,True
2,Extrapolation,center,Light,z-,0.017434,2,True
2,Spring,center,Light,z-,0.037253,2,True
2,Baseline,center,Light,z-,0.010446,2,True
3,Displacement,center,Light,z-,0.019845,2,True
3,Extrapolation,center,Light,z-,0.013106,2,True
3,Spring,center,Light,z-,0.027372,2,True
3,Baseline,center,Light,z-,0.021242,2,True
4,Displacement,center,Light,z-,0.028263,2,True
4,Extrapolation,center,Light,z-,0.007377,2,True
4,Spring,center,Light,z-,0.015879,2,True
4,Baseline,center,Light,z-,0.030650,2,True
5,Displacement,center,Light,z-,0.030856,2,True
5,Extrapolation,center,Light,z-,0.005538,2,True
5,Spring,center,Light,z-,0.006238,2,True
5,Baseline,center,Light,z-,0.040188,2,True
6,Displacement,center,Light,z-,0.033516,2,True
6,Extrapolation,center,Light,z-,0.011759,2,True
6,Spring,center,Light,z-,0.014356,2,True
6,Baseline,center,Light,z-,0.050632,2,True
7,Displacement,center,Light,z-,0.034959,2,True
7,Extrapolation,center,Light,z-,0.007129,2,True
7,Spring,center,Light,z-,0.018725,2,True
7,Baseline,center,Light,z-,0.060117,2,True
8,Displacement,center,Light,z-,0.035590,2,True
8,Extrapolation,center,Light,z-,0.011954,2,True
8,Spring,center,Light,z-,0.028759,2,True
8,Baseline,center,Light,z-,0.070090,2,True
9,Displacement,center,Light,z-,0.037986,2,True
9,Extrapolation,center,Light,z-,0.013599,2,True
9,Spring,center,Light,z-,0.037844,2,True
9,Baseline,center,Light,z-,0.080740,2,True
10,Displacement,center,Light,z-,0.036251,2,True
10,Extrapolation,center,Light,z-,0.014743,2,True
10,Spring,center,Light,z-,0.048173,2,True
10,Baseline,center,Light,z-,0.090699,2,True
1,Displacement,center,Medium,z-,0.038925,2,True
1,Extrapolation,center,Medium,z-,0.017027,2,True
1,Spring,center,Medium,z-,0.056364,2,True
1,Baseline,center,Medium,z-,0.100302,2,True
2,Displacement,center,Medium,z-,0.044125,2,True
2,Extrapolation,center,Medium,z-,0.014575,2,True
2,Spring,center,Medium,z-,0.064363,2,True
2,Baseline,center,Medium,z-,0.110599,2,True
3,Displacement,center,Medium,z-,0.045353,2,True
3,Extrapolation,center,Medium,z-,0.016664,2,True
3,Spring,center,Medium,z-,0.071286,2,True
3,Baseline,center,Medium,z-,0.120855,2,True
4,Displacement,center,Medium,z-,0.046884,2,True
4,Extrapolation,center,Medium,z-,0.017514,2,True
4,Spring,center,Medium,z-,0.076160,2,True
4,Baseline,center,Medium,z-,0.131464,2,True
5,Displacement,center,Medium,z-,0.053811,2,True
5,Extrapolation,center,Medium,z-,0.017539,2,True
5,Spring,center,Medium,z-,0.081757,2,True
5,Baseline,center,Medium,z-,0.142284,2,True
6,Displacement,center,Medium,z-,0.060641,2,True
6,Extrapolation,center,Medium,z-,0.019629,2,True
6,Spring,center,Medium,z-,0.085815,2,True
6,Baseline,center,Medium,z-,0.152005,2,True
7,Displacement,center,Medium,z-,0.065905,2,True
7,Extrapolation,center,Medium,z-,0.023249,2,True
7,Spring,center,Medium,z-,0.091091,2,True
7,Baseline,center,Medium,z-,0.162353,2,True
8,Displacement,center,Medium,z-,0.063333,2,True
8,Extrapolation,center,Medium,z-,0.014973,2,True
8,Spring,center,Medium,z-,0.094813,2,True
8,Baseline,center,Medium,z-,0.172175,2,True
9,Displacement,center,Medium,z-,0.069965,2,True
9,Extrapolation,center,Medium,z-,0.016291,2,True
9,Spring,center,Medium,z-,0.098322,2,True
9,Baseline,center,Medium,z-,0.181987,2,True
10,Displacement,center,Medium,z-,0.071001,2,True
10,Extrapolation,center,Medium,z-,0.014092,2,True
10,Spring,center,Medium,z-,0.100753,2,True
10,Baseline,center,Medium,z-,0.192624,2,True
1,Displacement,center,Strong,z-,0.076400,2,True
1,Extrapolation,center,Strong,z-,0.012394,2,True
1,Spring,center,Strong,z-,0.103504,2,True
1,Baseline,center,Strong,z-,0.203035,2,True
2,Displacement,center,Strong,z-,0.085156,2,True
2,Extrapolation,center,Strong,z-,0.063512,2,True
2,Spring,center,Strong,z-,0.106540,2,True
2,Baseline,center,Strong,z-,0.212662,2,True
3,Displacement,center,Strong,z-,0.086555,2,True
3,Extrapolation,center,Strong,z-,0.014003,2,True
3,Spring,center,Strong,z-,0.112717,2,True
3,Baseline,center,Strong,z-,0.223405,2,True
4,Displacement,center,Strong,z-,0.090753,2,True
4,Extrapolation,center,Strong,z-,0.015390,2,True
4,Spring,center,Strong,z-,0.117175,2,True
4,Baseline,center,Strong,z-,0.233716,2,True
5,Displacement,center,Strong,z-,0.094742,2,True
5,Extrapolation,center,Strong,z-,0.014362,2,True
5,Spring,center,Strong,z-,0.121766,2,True
5,Baseline,center,Strong,z-,0.243549,2,True
6,Displacement,center,Strong,z-,0.099892,2,True
6,Extrapolation,center,Strong,z-,0.015607,2,True
6,Spring,center,Strong,z-,0.124467,2,True
6,Baseline,center,Strong,z-,0.253382,2,True
7,Displacement,center,Strong,z-,0.104999,2,True
7,Extrapolation,center,Strong,z-,0.016488,2,True
7,Spring,center,Strong,z-,0.127780,2,True
7,Baseline,center,Strong,z-,0.262939,2,True
8,Displacement,center,Strong,z-,0.112199,2,True
8,Extrapolation,center,Strong,z-,0.020593,2,True
8,Spring,center,Strong,z-,0.133165,2,True
8,Baseline,center,Strong,z-,0.273062,2,True
9,Displacement,center,Strong,z-,0.120383,2,True
9,Extrapolation,center,Strong,z-,0.029056,2,True
9,Spring,center,Strong,z-,0.137807,2,True
9,Baseline,center,Strong,z-,0.282765,2,True
10,Displacement,center,Strong,z-,0.129547,2,True
10,Extrapolation,center,Strong,z-,0.035712,2,True
10,Spring,center,Strong,z-,0.144316,2,True
10,Baseline,center,Strong,z-,0.292300,2,True
2,Displacement,edge,Light,x,0.004582,2,False
2,Extrapolation,edge,Light,x,0.019088,2,False
2,Spring,edge,Light,x,0.029396,2,False
2,Baseline,edge,Light,x,0.004801,2,False
3,Displacement,edge,Light,x,0.005011,2,False
3,Extrapolation,edge,Light,x,0.019306,2,False
3,Spring,edge,Light,x,0.028728,2,False
3,Baseline,edge,Light,x,0.005306,2,False
4,Displacement,edge,Light,x,0.009037,2,False
4,Extrapolation,edge,Light,x,0.024795,2,False
4,Spring,edge,Light,x,0.029758,2,False
4,Baseline,edge,Light,x,0.008933,2,False
5,Displacement,edge,Light,x,0.010751,2,False
5,Extrapolation,edge,Light,x,0.024828,2,False
5,Spring,edge,Light,x,0.030551,2,False
5,Baseline,edge,Light,x,0.011335,2,False
6,Displacement,edge,Light,x,0.017803,2,False
6,Extrapolation,edge,Light,x,0.029562,2,False
6,Spring,edge,Light,x,0.034215,2,False
6,Baseline,edge,Light,x,0.019147,2,False
7,Displacement,edge,Light,x,0.016771,2,False
7,Extrapolation,edge,Light,x,0.026009,2,False
7,Spring,edge,Light,x,0.031515,2,False
7,Baseline,edge,Light,x,0.019489,2,False
8,Displacement,edge,Light,x,0.025235,2,False
8,Extrapolation,edge,Light,x,0.029262,2,False
8,Spring,edge,Light,x,0.036824,2,False
8,Baseline,edge,Light,x,0.029963,2,False
9,Displacement,edge,Light,x,0.034165,2,False
9,Extrapolation,edge,Light,x,0.038252,2,False
9,Spring,edge,Light,x,0.044578,2,False
9,Baseline,edge,Light,x,0.039510,2,False
10,Displacement,edge,Light,x,0.036803,2,False
10,Extrapolation,edge,Light,x,0.039130,2,False
10,Spring,edge,Light,x,0.046760,2,False
10,Baseline,edge,Light,x,0.043354,2,False
1,Displacement,edge,Medium,x,0.046365,2,False
1,Extrapolation,edge,Medium,x,0.046305,2,False
1,Spring,edge,Medium,x,0.054518,2,False
1,Baseline,edge,Medium,x,0.053573,2,False
2,Displacement,edge,Medium,x,0.043160,2,False
2,Extrapolation,edge,Medium,x,0.043924,2,False
2,Spring,edge,Medium,x,0.052322,2,False
2,Baseline,edge,Medium,x,0.050803,2,False
3,Displacement,edge,Medium,x,0.042958,2,False
3,Extrapolation,edge,Medium,x,0.042712,2,False
3,Spring,edge,Medium,x,0.052247,2,False
3,Baseline,edge,Medium,x,0.051502,2,False
4,Displacement,edge,Medium,x,0.048248,2,False
4,Extrapolation,edge,Medium,x,0.047342,2,False
4,Spring,edge,Medium,x,0.057027,2,False
4,Baseline,edge,Medium,x,0.057286,2,False
5,Displacement,edge,Medium,x,0.049132,2,False
5,Extrapolation,edge,Medium,x,0.047025,2,False
5,Spring,edge,Medium,x,0.058135,2,False
5,Baseline,edge,Medium,x,0.058734,2,False
6,Displacement,edge,Medium,x,0.053261,2,False
6,Extrapolation,edge,Medium,x,0.049776,2,False
6,Spring,edge,Medium,x,0.062213,2,False
6,Baseline,edge,Medium,x,0.063704,2,False
7,Displacement,edge,Medium,x,0.055023,2,False
7,Extrapolation,edge,Medium,x,0.050315,2,False
7,Spring,edge,Medium,x,0.063644,2,False
7,Baseline,edge,Medium,x,0.066438,2,False
8,Displacement,edge,Medium,x,0.060926,2,False
8,Extrapolation,edge,Medium,x,0.055540,2,False
8,Spring,edge,Medium,x,0.070085,2,False
8,Baseline,edge,Medium,x,0.073280,2,False
9,Displacement,edge,Medium,x,0.067165,2,False
9,Extrapolation,edge,Medium,x,0.059401,2,False
9,Spring,edge,Medium,x,0.076142,2,False
9,Baseline,edge,Medium,x,0.080614,2,False
10,Displacement,edge,Medium,x,0.062740,2,False
10,Extrapolation,edge,Medium,x,0.054420,2,False
10,Spring,edge,Medium,x,0.072688,2,False
10,Baseline,edge,Medium,x,0.076778,2,False
1,Displacement,edge,Strong,x,0.070095,2,False
1,Extrapolation,edge,Strong,x,0.059698,2,False
1,Spring,edge,Strong,x,0.078301,2,False
1,Baseline,edge,Strong,x,0.084806,2,False
2,Displacement,edge,Strong,x,0.069398,2,False
2,Extrapolation,edge,Strong,x,0.058609,2,False
2,Spring,edge,Strong,x,0.078451,2,False
2,Baseline,edge,Strong,x,0.084975,2,False
3,Displacement,edge,Strong,x,0.071761,2,False
3,Extrapolation,edge,Strong,x,0.059986,2,False
3,Spring,edge,Strong,x,0.081125,2,False
3,Baseline,edge,Strong,x,0.087830,2,False
4,Displacement,edge,Strong,x,0.072391,2,False
4,Extrapolation,edge,Strong,x,0.060972,2,False
4,Spring,edge,Strong,x,0.083126,2,False
4,Baseline,edge,Strong,x,0.089558,2,False
5,Displacement,edge,Strong,x,0.082974,2,False
5,Extrapolation,edge,Strong,x,0.070276,2,False
5,Spring,edge,Strong,x,0.092853,2,False
5,Baseline,edge,Strong,x,0.100064,2,False
6,Displacement,edge,Strong,x,0.078102,2,False
6,Extrapolation,edge,Strong,x,0.065239,2,False
6,Spring,edge,Strong,x,0.089397,2,False
6,Baseline,edge,Strong,x,0.096179,2,False
7,Displacement,edge,Strong,x,0.077240,2,False
7,Extrapolation,edge,Strong,x,0.062352,2,False
7,Spring,edge,Strong,x,0.089187,2,False
7,Baseline,edge,Strong,x,0.096321,2,False
8,Displacement,edge,Strong,x,0.082396,2,False
8,Extrapolation,edge,Strong,x,0.068424,2,False
8,Spring,edge,Strong,x,0.094998,2,False
8,Baseline,edge,Strong,x,0.101817,2,False
9,Displacement,edge,Strong,x,0.077991,2,False
9,Extrapolation,edge,Strong,x,0.063077,2,False
9,Spring,edge,Strong,x,0.091906,2,False
9,Baseline,edge,Strong,x,0.098091,2,False
10,Displacement,edge,Strong,x,0.083757,2,False
10,Extrapolation,edge,Strong,x,0.069504,2,False
10,Spring,edge,Strong,x,0.097670,2,False
10,Baseline,edge,Strong,x,0.103776,2,False
2,Displacement,edge,Light,xy,0.006367,2,False
2,Extrapolation,edge,Light,xy,0.022557,2,False
2,Spring,edge,Light,xy,0.028650,2,False
2,Baseline,edge,Light,xy,0.006212,2,False
3,Displacement,edge,Light,xy,0.004241,2,False
3,Extrapolation,edge,Light,xy,0.019212,2,False
3,Spring,edge,Light,xy,0.027578,2,False
3,Baseline,edge,Light,xy,0.004238,2,False
4,Displacement,edge,Light,xy,0.003884,2,False
4,Extrapolation,edge,Light,xy,0.020243,2,False
4,Spring,edge,Light,xy,0.027555,2,False
4,Baseline,edge,Light,xy,0.003837,2,False
5,Displacement,edge,Light,xy,0.011333,2,False
5,Extrapolation,edge,Light,xy,0.024871,2,False
5,Spring,edge,Light,xy,0.030965,2,False
5,Baseline,edge,Light,xy,0.011585,2,False
6,Displacement,edge,Light,xy,0.017562,2,False
6,Extrapolation,edge,Light,xy,0.027294,2,False
6,Spring,edge,Light,xy,0.034868,2,False
6,Baseline,edge,Light,xy,0.018620,2,False
7,Displacement,edge,Light,xy,0.022612,2,False
7,Extrapolation,edge,Light,xy,0.031647,2,False
7,Spring,edge,Light,xy,0.039708,2,False
7,Baseline,edge,Light,xy,0.024690,2,False
8,Displacement,edge,Light,xy,0.027356,2,False
8,Extrapolation,edge,Light,xy,0.034945,2,False
8,Spring,edge,Light,xy,0.043067,2,False
8,Baseline,edge,Light,xy,0.029890,2,False
9,Displacement,edge,Light,xy,0.029927,2,False
9,Extrapolation,edge,Light,xy,0.037536,2,False
9,Spring,edge,Light,xy,0.044474,2,False
9,Baseline,edge,Light,xy,0.032503,2,False
10,Displacement,edge,Light,xy,0.032758,2,False
10,Extrapolation,edge,Light,xy,0.039724,2,False
10,Spring,edge,Light,xy,0.047574,2,False
10,Baseline,edge,Light,xy,0.036192,2,False
1,Displacement,edge,Medium,xy,0.037884,2,False
1,Extrapolation,edge,Medium,xy,0.044397,2,False
1,Spring,edge,Medium,xy,0.052220,2,False
1,Baseline,edge,Medium,xy,0.041538,2,False
2,Displacement,edge,Medium,xy,0.040463,2,False
2,Extrapolation,edge,Medium,xy,0.047361,2,False
2,Spring,edge,Medium,xy,0.054570,2,False
2,Baseline,edge,Medium,xy,0.044431,2,False
3,Displacement,edge,Medium,xy,0.043778,2,False
3,Extrapolation,edge,Medium,xy,0.048810,2,False
3,Spring,edge,Medium,xy,0.058064,2,False
3,Baseline,edge,Medium,xy,0.048628,2,False
4,Displacement,edge,Medium,xy,0.050575,2,False
4,Extrapolation,edge,Medium,xy,0.057467,2,False
4,Spring,edge,Medium,xy,0.065376,2,False
4,Baseline,edge,Medium,xy,0.056130,2,False
5,Displacement,edge,Medium,xy,0.048233,2,False
5,Extrapolation,edge,Medium,xy,0.054779,2,False
5,Spring,edge,Medium,xy,0.063290,2,False
5,Baseline,edge,Medium,xy,0.054330,2,False
6,Displacement,edge,Medium,xy,0.056277,2,False
6,Extrapolation,edge,Medium,xy,0.063135,2,False
6,Spring,edge,Medium,xy,0.071014,2,False
6,Baseline,edge,Medium,xy,0.062706,2,False
7,Displacement,edge,Medium,xy,0.070422,2,False
7,Extrapolation,edge,Medium,xy,0.077758,2,False
7,Spring,edge,Medium,xy,0.084024,2,False
7,Baseline,edge,Medium,xy,0.077065,2,False
8,Displacement,edge,Medium,xy,0.079695,2,False
8,Extrapolation,edge,Medium,xy,0.086029,2,False
8,Spring,edge,Medium,xy,0.093370,2,False
8,Baseline,edge,Medium,xy,0.086976,2,False
9,Displacement,edge,Medium,xy,0.085590,2,False
9,Extrapolation,edge,Medium,xy,0.092190,2,False
9,Spring,edge,Medium,xy,0.099655,2,False
9,Baseline,edge,Medium,xy,0.093730,2,False
10,Displacement,edge,Medium,xy,0.086846,2,False
10,Extrapolation,edge,Medium,xy,0.093018,2,False
10,Spring,edge,Medium,xy,0.101068,2,False
10,Baseline,edge,Medium,xy,0.095042,2,False
1,Displacement,edge,Strong,xy,0.084747,2,False
1,Extrapolation,edge,Strong,xy,0.089896,2,False
1,Spring,edge,Strong,xy,0.099406,2,False
1,Baseline,edge,Strong,xy,0.093539,2,False
2,Displacement,edge,Strong,xy,0.086149,2,False
2,Extrapolation,edge,Strong,xy,0.091274,2,False
2,Spring,edge,Strong,xy,0.101190,2,False
2,Baseline,edge,Strong,xy,0.095318,2,False
3,Displacement,edge,Strong,xy,0.088275,2,False
3,Extrapolation,edge,Strong,xy,0.093262,2,False
3,Spring,edge,Strong,xy,0.103561,2,False
3,Baseline,edge,Strong,xy,0.098016,2,False
4,Displacement,edge,Strong,xy,0.081627,2,False
4,Extrapolation,edge,Strong,xy,0.086938,2,False
4,Spring,edge,Strong,xy,0.097527,2,False
4,Baseline,edge,Strong,xy,0.092127,2,False
5,Displacement,edge,Strong,xy,0.088047,2,False
5,Extrapolation,edge,Strong,xy,0.092639,2,False
5,Spring,edge,Strong,xy,0.104361,2,False
5,Baseline,edge,Strong,xy,0.099010,2,False
6,Displacement,edge,Strong,xy,0.089784,2,False
6,Extrapolation,edge,Strong,xy,0.092945,2,False
6,Spring,edge,Strong,xy,0.106770,2,False
6,Baseline,edge,Strong,xy,0.101648,2,False
7,Displacement,edge,Strong,xy,0.094094,2,False
7,Extrapolation,edge,Strong,xy,0.097325,2,False
7,Spring,edge,Strong,xy,0.110440,2,False
7,Baseline,edge,Strong,xy,0.106558,2,False
8,Displacement,edge,Strong,xy,0.094933,2,False
8,Extrapolation,edge,Strong,xy,0.096338,2,False
8,Spring,edge,Strong,xy,0.111862,2,False
8,Baseline,edge,Strong,xy,0.108229,2,False
9,Displacement,edge,Strong,xy,0.094101,2,False
9,Extrapolation,edge,Strong,xy,0.094415,2,False
9,Spring,edge,Strong,xy,0.112246,2,False
9,Baseline,edge,Strong,xy,0.108704,2,False
10,Displacement,edge,Strong,xy,0.100647,2,False
10,Extrapolation,edge,Strong,xy,0.100853,2,False
10,Spring,edge,Strong,xy,0.119473,2,False
10,Baseline,edge,Strong,xy,0.115688,2,False
2,Displacement,edge,Light,xyz+,0.004817,2,True
2,Extrapolation,edge,Light,xyz+,0.019937,2,True
2,Spring,edge,Light,xyz+,0.040619,2,True
2,Baseline,edge,Light,xyz+,0.004825,2,True
3,Displacement,edge,Light,xyz+,0.007114,2,True
3,Extrapolation,edge,Light,xyz+,0.020246,2,True
3,Spring,edge,Light,xyz+,0.041261,2,True
3,Baseline,edge,Light,xyz+,0.006909,2,True
4,Displacement,edge,Light,xyz+,0.009763,2,True
4,Extrapolation,edge,Light,xyz+,0.025193,2,True
4,Spring,edge,Light,xyz+,0.043732,2,True
4,Baseline,edge,Light,xyz+,0.008988,2,True
5,Displacement,edge,Light,xyz+,0.015978,2,True
5,Extrapolation,edge,Light,xyz+,0.031055,2,True
5,Spring,edge,Light,xyz+,0.049346,2,True
5,Baseline,edge,Light,xyz+,0.017037,2,True
6,Displacement,edge,Light,xyz+,0.018669,2,True
6,Extrapolation,edge,Light,xyz+,0.030015,2,True
6,Spring,edge,Light,xyz+,0.053062,2,True
6,Baseline,edge,Light,xyz+,0.021710,2,True
7,Displacement,edge,Light,xyz+,0.023725,2,True
7,Extrapolation,edge,Light,xyz+,0.034734,2,True
7,Spring,edge,Light,xyz+,0.059177,2,True
7,Baseline,edge,Light,xyz+,0.028926,2,True
8,Displacement,edge,Light,xyz+,0.030296,2,True
8,Extrapolation,edge,Light,xyz+,0.039654,2,True
8,Spring,edge,Light,xyz+,0.064614,2,True
8,Baseline,edge,Light,xyz+,0.036101,2,True
9,Displacement,edge,Light,xyz+,0.037905,2,True
9,Extrapolation,edge,Light,xyz+,0.048101,2,True
9,Spring,edge,Light,xyz+,0.071811,2,True
9,Baseline,edge,Light,xyz+,0.044481,2,True
10,Displacement,edge,Light,xyz+,0.043550,2,True
10,Extrapolation,edge,Light,xyz+,0.054743,2,True
10,Spring,edge,Light,xyz+,0.077985,2,True
10,Baseline,edge,Light,xyz+,0.051011,2,True
1,Displacement,edge,Medium,xyz+,0.045794,2,True
1,Extrapolation,edge,Medium,xyz+,0.056527,2,True
1,Spring,edge,Medium,xyz+,0.081517,2,True
1,Baseline,edge,Medium,xyz+,0.053816,2,True
2,Displacement,edge,Medium,xyz+,0.050118,2,True
2,Extrapolation,edge,Medium,xyz+,0.060612,2,True
2,Spring,edge,Medium,xyz+,0.086983,2,True
2,Baseline,edge,Medium,xyz+,0.059344,2,True
3,Displacement,edge,Medium,xyz+,0.055434,2,True
3,Extrapolation,edge,Medium,xyz+,0.064561,2,True
3,Spring,edge,Medium,xyz+,0.092441,2,True
3,Baseline,edge,Medium,xyz+,0.065531,2,True
4,Displacement,edge,Medium,xyz+,0.063897,2,True
4,Extrapolation,edge,Medium,xyz+,0.074465,2,True
4,Spring,edge,Medium,xyz+,0.100455,2,True
4,Baseline,edge,Medium,xyz+,0.073022,2,True
5,Displacement,edge,Medium,xyz+,0.063361,2,True
5,Extrapolation,edge,Medium,xyz+,0.075097,2,True
5,Spring,edge,Medium,xyz+,0.102143,2,True
5,Baseline,edge,Medium,xyz+,0.073862,2,True
6,Displacement,edge,Medium,xyz+,0.068619,2,True
6,Extrapolation,edge,Medium,xyz+,0.079466,2,True
6,Spring,edge,Medium,xyz+,0.108826,2,True
6,Baseline,edge,Medium,xyz+,0.080999,2,True
7,Displacement,edge,Medium,xyz+,0.075244,2,True
7,Extrapolation,edge,Medium,xyz+,0.085439,2,True
7,Spring,edge,Medium,xyz+,0.116258,2,True
7,Baseline,edge,Medium,xyz+,0.088663,2,True
8,Displacement,edge,Medium,xyz+,0.077986,2,True
8,Extrapolation,edge,Medium,xyz+,0.088093,2,True
8,Spring,edge,Medium,xyz+,0.120904,2,True
8,Baseline,edge,Medium,xyz+,0.092077,2,True
9,Displacement,edge,Medium,xyz+,0.079345,2,True
9,Extrapolation,edge,Medium,xyz+,0.087242,2,True
9,Spring,edge,Medium,xyz+,0.124390,2,True
9,Baseline,edge,Medium,xyz+,0.095333,2,True
10,Displacement,edge,Medium,xyz+,0.086699,2,True
10,Extrapolation,edge,Medium,xyz+,0.094633,2,True
10,Spring,edge,Medium,xyz+,0.131991,2,True
10,Baseline,edge,Medium,xyz+,0.103621,2,True
1,Displacement,edge,Strong,xyz+,0.087282,2,True
1,Extrapolation,edge,Strong,xyz+,0.092898,2,True
1,Spring,edge,Strong,xyz+,0.134248,2,True
1,Baseline,edge,Strong,xyz+,0.105567,2,True
2,Displacement,edge,Strong,xyz+,0.091679,2,True
2,Extrapolation,edge,Strong,xyz+,0.097955,2,True
2,Spring,edge,Strong,xyz+,0.139680,2,True
2,Baseline,edge,Strong,xyz+,0.111104,2,True
3,Displacement,edge,Strong,xyz+,0.101216,2,True
3,Extrapolation,edge,Strong,xyz+,0.107627,2,True
3,Spring,edge,Strong,xyz+,0.149234,2,True
3,Baseline,edge,Strong,xyz+,0.121696,2,True
4,Displacement,edge,Strong,xyz+,0.105541,2,True
4,Extrapolation,edge,Strong,xyz+,0.112037,2,True
4,Spring,edge,Strong,xyz+,0.154733,2,True
4,Baseline,edge,Strong,xyz+,0.127293,2,True
5,Displacement,edge,Strong,xyz+,0.111521,2,True
5,Extrapolation,edge,Strong,xyz+,0.117648,2,True
5,Spring,edge,Strong,xyz+,0.160942,2,True
5,Baseline,edge,Strong,xyz+,0.133612,2,True
6,Displacement,edge,Strong,xyz+,0.112213,2,True
6,Extrapolation,edge,Strong,xyz+,0.118357,2,True
6,Spring,edge,Strong,xyz+,0.163411,2,True
6,Baseline,edge,Strong,xyz+,0.134899,2,True
7,Displacement,edge,Strong,xyz+,0.116113,2,True
7,Extrapolation,edge,Strong,xyz+,0.122831,2,True
7,Spring,edge,Strong,xyz+,0.168806,2,True
7,Baseline,edge,Strong,xyz+,0.140107,2,True
8,Displacement,edge,Strong,xyz+,0.118738,2,True
8,Extrapolation,edge,Strong,xyz+,0.124567,2,True
8,Spring,edge,Strong,xyz+,0.172153,2,True
8,Baseline,edge,Strong,xyz+,0.142674,2,True
9,Displacement,edge,Strong,xyz+,0.124465,2,True
9,Extrapolation,edge,Strong,xyz+,0.128475,2,True
9,Spring,edge,Strong,xyz+,0.178189,2,True
9,Baseline,edge,Strong,xyz+,0.148910,2,True
10,Displacement,edge,Strong,xyz+,0.131364,2,True
10,Extrapolation,edge,Strong,xyz+,0.135870,2,True
10,Spring,edge,Strong,xyz+,0.185314,2,True
